"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 13 14:48:38 UTC 2026","Thu Aug 13 14:48:38 UTC 2026","5","tests","test_registrations","TestRegistrations","","","test_register_without_token_returns_401_or_403",""
"passed","Thu Aug 13 14:48:36 UTC 2026","Thu Aug 13 14:48:36 UTC 2026","155","tests","test_auth","TestAuth","","","test_create_event_with_user_token_returns_403",""
"passed","Thu Aug 13 14:48:37 UTC 2026","Thu Aug 13 14:48:37 UTC 2026","377","tests","test_registration_kafka","TestRegistrationKafka","","","test_register_publishes_registration_created_event",""
"passed","Thu Aug 13 14:48:36 UTC 2026","Thu Aug 13 14:48:36 UTC 2026","389","tests","test_auth","TestAuth","","","test_login_admin_returns_token",""
"passed","Thu Aug 13 14:48:37 UTC 2026","Thu Aug 13 14:48:37 UTC 2026","18","tests","test_events","TestEvents","","","test_get_event_by_id",""
"passed","Thu Aug 13 14:48:37 UTC 2026","Thu Aug 13 14:48:37 UTC 2026","11","tests","test_health","","","","test_health_is_up",""
"passed","Thu Aug 13 14:48:37 UTC 2026","Thu Aug 13 14:48:37 UTC 2026","30","tests","test_events","TestEvents","","","test_create_event_invalid_returns_400",""
"passed","Thu Aug 13 14:48:36 UTC 2026","Thu Aug 13 14:48:36 UTC 2026","30","tests","test_auth","TestAuth","","","test_create_event_without_token_returns_403",""
"passed","Thu Aug 13 14:48:37 UTC 2026","Thu Aug 13 14:48:37 UTC 2026","10","tests","test_events","TestEvents","","","test_get_missing_event_returns_404",""
"passed","Thu Aug 13 14:48:38 UTC 2026","Thu Aug 13 14:48:38 UTC 2026","108","tests","test_registrations","TestRegistrations","","","test_register_duplicate_email_returns_409",""
"passed","Thu Aug 13 14:48:37 UTC 2026","Thu Aug 13 14:48:37 UTC 2026","94","tests","test_registrations","TestRegistrations","","","test_register_returns_201",""
"passed","Thu Aug 13 14:48:37 UTC 2026","Thu Aug 13 14:48:37 UTC 2026","32","tests","test_auth","TestAuth","","","test_create_event_with_admin_token_returns_201",""
"passed","Thu Aug 13 14:48:38 UTC 2026","Thu Aug 13 14:48:38 UTC 2026","91","tests","test_registrations","TestRegistrations","","","test_register_missing_event_returns_404",""
"passed","Thu Aug 13 14:48:37 UTC 2026","Thu Aug 13 14:48:37 UTC 2026","13","tests","test_events","TestEvents","","","test_create_event_returns_201",""
"passed","Thu Aug 13 14:48:37 UTC 2026","Thu Aug 13 14:48:37 UTC 2026","151","tests","test_registration_mail","TestRegistrationMail","","","test_register_sends_confirmation_email",""
"passed","Thu Aug 13 14:48:38 UTC 2026","Thu Aug 13 14:48:38 UTC 2026","196","tests","test_registrations","TestRegistrations","","","test_register_when_full_returns_409",""
