"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 13 11:50:52 UTC 2026","Thu Aug 13 11:50:52 UTC 2026","22","tests","test_events","TestEvents","","","test_get_event_by_id",""
"passed","Thu Aug 13 11:50:52 UTC 2026","Thu Aug 13 11:50:52 UTC 2026","12","tests","test_events","TestEvents","","","test_get_missing_event_returns_404",""
"passed","Thu Aug 13 11:50:52 UTC 2026","Thu Aug 13 11:50:52 UTC 2026","136","tests","test_auth","TestAuth","","","test_create_event_with_user_token_returns_403",""
"passed","Thu Aug 13 11:50:52 UTC 2026","Thu Aug 13 11:50:52 UTC 2026","35","tests","test_auth","TestAuth","","","test_create_event_with_admin_token_returns_201",""
"passed","Thu Aug 13 11:50:52 UTC 2026","Thu Aug 13 11:50:52 UTC 2026","29","tests","test_events","TestEvents","","","test_create_event_invalid_returns_400",""
"passed","Thu Aug 13 11:50:53 UTC 2026","Thu Aug 13 11:50:53 UTC 2026","6","tests","test_registrations","TestRegistrations","","","test_register_without_token_returns_401_or_403",""
"passed","Thu Aug 13 11:50:52 UTC 2026","Thu Aug 13 11:50:53 UTC 2026","400","tests","test_registration_kafka","TestRegistrationKafka","","","test_register_publishes_registration_created_event",""
"passed","Thu Aug 13 11:50:53 UTC 2026","Thu Aug 13 11:50:53 UTC 2026","92","tests","test_registrations","TestRegistrations","","","test_register_missing_event_returns_404",""
"passed","Thu Aug 13 11:50:52 UTC 2026","Thu Aug 13 11:50:52 UTC 2026","14","tests","test_health","","","","test_health_is_up",""
"passed","Thu Aug 13 11:50:53 UTC 2026","Thu Aug 13 11:50:53 UTC 2026","162","tests","test_registration_mail","TestRegistrationMail","","","test_register_sends_confirmation_email",""
"passed","Thu Aug 13 11:50:51 UTC 2026","Thu Aug 13 11:50:52 UTC 2026","318","tests","test_auth","TestAuth","","","test_login_admin_returns_token",""
"passed","Thu Aug 13 11:50:53 UTC 2026","Thu Aug 13 11:50:53 UTC 2026","109","tests","test_registrations","TestRegistrations","","","test_register_duplicate_email_returns_409",""
"passed","Thu Aug 13 11:50:52 UTC 2026","Thu Aug 13 11:50:52 UTC 2026","37","tests","test_auth","TestAuth","","","test_create_event_without_token_returns_403",""
"passed","Thu Aug 13 11:50:53 UTC 2026","Thu Aug 13 11:50:53 UTC 2026","201","tests","test_registrations","TestRegistrations","","","test_register_when_full_returns_409",""
"passed","Thu Aug 13 11:50:53 UTC 2026","Thu Aug 13 11:50:53 UTC 2026","97","tests","test_registrations","TestRegistrations","","","test_register_returns_201",""
"passed","Thu Aug 13 11:50:52 UTC 2026","Thu Aug 13 11:50:52 UTC 2026","13","tests","test_events","TestEvents","","","test_create_event_returns_201",""
